Name,Rate,Comm,Url,Address,Business_Time
山林咖啡Coffee Roaster ｜自家烘焙、虹吸專門、單品拿鐵 ｜,4.9,324,https://www.google.com.tw/maps/place/%E5%B1%B1%E6%9E%97%E5%92%96%E5%95%A1Coffee+Roaster+%EF%BD%9C%E8%87%AA%E5%AE%B6%E7%83%98%E7%84%99%E3%80%81%E8%99%B9%E5%90%B8%E5%B0%88%E9%96%80%E3%80%81%E5%96%AE%E5%93%81%E6%8B%BF%E9%90%B5+%EF%BD%9C/data=!4m7!3m6!1s0x3442a7deee268101:0xa4b1b1caa634de96!8m2!3d25.021354!4d121.4278!16s%2Fg%2F11qmmsg59q!19sChIJAYEm7t6nQjQRlt40psqxsaQ?authuser=0&hl=zh-TW&rclk=1,,星期一、休息; 星期二、12:00 到 19:00; 星期三、12:00 到 19:00; 星期四、12:00 到 19:00; 星期五、12:00 到 19:00; 星期六、09:00 到 18:00; 星期日、09:00 到 18:00. 隱藏本週營業時間
新裕興咖啡 SEEN RU HING COFFEELLERY,5.0,85,https://www.google.com.tw/maps/place/%E6%96%B0%E8%A3%95%E8%88%88%E5%92%96%E5%95%A1+SEEN+RU+HING+COFFEELLERY/data=!4m7!3m6!1s0x34681d663d947d5f:0xd33d7dcd16a9b8f7!8m2!3d25.0029602!4d121.4415258!16s%2Fg%2F11ldv7dg10!19sChIJX32UPWYdaDQR97ipFs19PdM?authuser=0&hl=zh-TW&rclk=1,,星期一、10:00 到 19:00; 星期二、休息; 星期三、10:00 到 19:00; 星期四、10:00 到 19:00; 星期五、10:00 到 19:00; 星期六、10:00 到 19:00; 星期日、10:00 到 19:00. 隱藏本週營業時間
自由溫室深夜咖啡廳,4.3,"1,200",https://www.google.com.tw/maps/place/%E8%87%AA%E7%94%B1%E6%BA%AB%E5%AE%A4%E6%B7%B1%E5%A4%9C%E5%92%96%E5%95%A1%E5%BB%B3/data=!4m7!3m6!1s0x3442a9dd00233449:0x8bb4e2df9d91f723!8m2!3d25.0043786!4d121.5113037!16s%2Fg%2F11df0qtqrw!19sChIJSTQjAN2pQjQRI_eRnd_itIs?authuser=0&hl=zh-TW&rclk=1,,星期一、11:00 到 00:00; 星期二、11:00 到 00:00; 星期三、11:00 到 00:00; 星期四、11:00 到 00:00; 星期五、11:00 到 00:00; 星期六、11:00 到 00:00; 星期日、11:00 到 00:00. 隱藏本週營業時間
日豐企業社,4.7,444,https://www.google.com.tw/maps/place/%E6%97%A5%E8%B1%90%E4%BC%81%E6%A5%AD%E7%A4%BE/data=!4m7!3m6!1s0x3442a87b98126c15:0xf4c32fabcec49ce!8m2!3d25.0462472!4d121.4535227!16s%2Fg%2F11c328zzy1!19sChIJFWwSmHuoQjQRzknsvPoyTA8?authuser=0&hl=zh-TW&rclk=1,242新北市新莊區中華路二段33號 號,星期一、13:00 到 18:00; 星期二、休息; 星期三、13:00 到 18:00; 星期四、13:00 到 18:00; 星期五、13:00 到 18:00; 星期六、13:00 到 17:00; 星期日、13:00 到 17:00. 隱藏本週營業時間
貪心咖啡(2/28全新開張),4.4,"1,190",https://www.google.com.tw/maps/place/%E8%B2%AA%E5%BF%83%E5%92%96%E5%95%A1%282%2F28%E5%85%A8%E6%96%B0%E9%96%8B%E5%BC%B5%29/data=!4m7!3m6!1s0x345d4b0d24c1eca9:0xb89c076cfaec76f5!8m2!3d25.2268086!4d121.6456697!16s%2Fg%2F11j9dc5kd6!19sChIJqezBJA1LXTQR9Xbs-mwHnLg?authuser=0&hl=zh-TW&rclk=1,208新北市金山區磺港路181號,星期一、10:30 到 19:00; 星期二、10:30 到 19:00; 星期三、10:30 到 19:00; 星期四、10:30 到 19:00; 星期五、10:30 到 19:00; 星期六、10:30 到 19:00; 星期日、10:30 到 19:00. 隱藏本週營業時間
卡斯地畫廊咖啡 CASTiG Café,4.8,101,https://www.google.com.tw/maps/place/%E5%8D%A1%E6%96%AF%E5%9C%B0%E7%95%AB%E5%BB%8A%E5%92%96%E5%95%A1+CASTiG+Caf%C3%A9/data=!4m7!3m6!1s0x3442a97aaf811fa3:0x28793f469d443ace!8m2!3d25.0131851!4d121.5137064!16s%2Fg%2F11rsjrgz76!19sChIJox-Br3qpQjQRzjpEnUY_eSg?authuser=0&hl=zh-TW&rclk=1,234新北市永和區仁愛路51號,星期一、休息; 星期二、11:30 到 18:30; 星期三、11:30 到 18:30; 星期四、09:00 到 18:30; 星期五、11:30 到 18:30; 星期六、11:30 到 18:30; 星期日、11:30 到 18:30. 隱藏本週營業時間
"Cafe AN, taipei 安咖啡",4.4,279,"https://www.google.com.tw/maps/place/Cafe+AN,+taipei+%E5%AE%89%E5%92%96%E5%95%A1/data=!4m7!3m6!1s0x3442a824d3441f97:0xe26a42f39998f734!8m2!3d25.0151384!4d121.4765564!16s%2Fg%2F11bzy7bplm!19sChIJlx9E0ySoQjQRNPeYmfNCauI?authuser=0&hl=zh-TW&rclk=1",220新北市板橋區中山路二段90巷43弄5號,星期一、休息; 星期二、09:00 到 17:30; 星期三、09:00 到 17:30; 星期四、09:00 到 17:30; 星期五、09:00 到 17:30; 星期六、09:00 到 17:30; 星期日、09:00 到 17:30. 隱藏本週營業時間
圈外咖啡專門店Kengai coffea,4.6,529,https://www.google.com.tw/maps/place/%E5%9C%88%E5%A4%96%E5%92%96%E5%95%A1%E5%B0%88%E9%96%80%E5%BA%97Kengai+coffea/data=!4m7!3m6!1s0x3442a9d38aef885b:0x456afc5d32fbbbec!8m2!3d25.000033!4d121.5139786!16s%2Fg%2F11fns9v00g!19sChIJW4jvitOpQjQR7Lv7Ml38akU?authuser=0&hl=zh-TW&rclk=1,235新北市中和區安平路222號,星期一、10:00 到 22:00; 星期二、10:00 到 22:00; 星期三、10:00 到 22:00; 星期四、10:00 到 22:00; 星期五、10:00 到 22:00; 星期六、10:00 到 22:00; 星期日、10:00 到 22:00. 隱藏本週營業時間
moffee café 默啡咖啡館,4.6,390,https://www.google.com.tw/maps/place/moffee+caf%C3%A9+%E9%BB%98%E5%95%A1%E5%92%96%E5%95%A1%E9%A4%A8/data=!4m7!3m6!1s0x3442a827bcc62a77:0x1f8f837c71157d7e!8m2!3d25.0058675!4d121.4779037!16s%2Fg%2F11c5sxh1z4!19sChIJdyrGvCeoQjQRfn0VcXyDjx8?authuser=0&hl=zh-TW&rclk=1,235新北市中和區中山路三段86號,星期一、休息; 星期二、11:00 到 20:00; 星期三、11:00 到 20:00; 星期四、11:00 到 20:00; 星期五、11:00 到 20:00; 星期六、11:00 到 20:00; 星期日、11:00 到 20:00. 隱藏本週營業時間
Ton Up Cafe 英倫復古餐廳,4.2,"2,224",https://www.google.com.tw/maps/place/Ton+Up+Cafe+%E8%8B%B1%E5%80%AB%E5%BE%A9%E5%8F%A4%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442a56bd3089e57:0x11b96c42dd2a3aae!8m2!3d25.1615924!4d121.4277754!16s%2Fg%2F11c2nv99l6!19sChIJV54I02ulQjQRrjoq3UJsuRE?authuser=0&hl=zh-TW&rclk=1,249新北市八里區觀海大道61號,星期一、11:45 到 21:30; 星期二、11:45 到 21:30; 星期三、11:45 到 21:30; 星期四、11:45 到 21:30; 星期五、11:45 到 22:00; 星期六、11:30 到 22:30; 星期日、11:30 到 21:30. 隱藏本週營業時間
CHLIV - Jiufen store,4.6,933,https://www.google.com.tw/maps/place/CHLIV+-+Jiufen+store/data=!4m7!3m6!1s0x345d45af16b16ffd:0x13ab5bd1407e2ab5!8m2!3d25.1102533!4d121.8450548!16s%2Fg%2F11h4d3t79c!19sChIJ_W-xFq9FXTQRtSp-QNFbqxM?authuser=0&hl=zh-TW&rclk=1,22448新北市瑞芳區輕便路59-1號,星期一、10:00 到 18:00; 星期二、10:00 到 18:00; 星期三、10:00 到 18:00; 星期四、10:00 到 18:00; 星期五、10:00 到 18:00; 星期六、10:00 到 18:00; 星期日、10:00 到 18:00. 隱藏本週營業時間
精靈咖啡館,4.4,655,https://www.google.com.tw/maps/place/%E7%B2%BE%E9%9D%88%E5%92%96%E5%95%A1%E9%A4%A8/data=!4m7!3m6!1s0x346801f4125bb8e7:0x7047ca20385d580a!8m2!3d24.972172!4d121.541953!16s%2Fg%2F1tfsqm69!19sChIJ57hbEvQBaDQRClhdOCDKR3A?authuser=0&hl=zh-TW&rclk=1,231新北市新店區中正路154巷12號,星期一、休息; 星期二、10:30 到 18:00; 星期三、10:30 到 18:00; 星期四、10:30 到 18:00; 星期五、10:30 到 18:00; 星期六、10:30 到 18:00; 星期日、10:30 到 18:00. 隱藏本週營業時間
森氏咖啡所,4.4,869,https://www.google.com.tw/maps/place/%E6%A3%AE%E6%B0%8F%E5%92%96%E5%95%A1%E6%89%80/data=!4m7!3m6!1s0x3442a9dc4818bf15:0xb257d6265c175669!8m2!3d25.0032241!4d121.5106736!16s%2Fg%2F11df0q90mt!19sChIJFb8YSNypQjQRaVYXXCbWV7I?authuser=0&hl=zh-TW&rclk=1,,星期一、12:00 到 22:30; 星期二、12:00 到 22:30; 星期三、12:00 到 22:30; 星期四、休息; 星期五、12:00 到 22:30; 星期六、12:00 到 22:30; 星期日、12:00 到 22:30. 隱藏本週營業時間
CAFE!N 硬咖啡 板橋中山門市,4.1,396,https://www.google.com.tw/maps/place/CAFE!N+%E7%A1%AC%E5%92%96%E5%95%A1+%E6%9D%BF%E6%A9%8B%E4%B8%AD%E5%B1%B1%E9%96%80%E5%B8%82/data=!4m7!3m6!1s0x3442a97a809026f5:0x112bf0c0bee3ddee!8m2!3d25.0108458!4d121.4638672!16s%2Fg%2F11rww7flxw!19sChIJ9SaQgHqpQjQR7t3jvsDwKxE?authuser=0&hl=zh-TW&rclk=1,,星期一、07:30 到 18:00; 星期二、07:30 到 18:00; 星期三、07:30 到 18:00; 星期四、07:30 到 18:00; 星期五、07:30 到 18:00; 星期六、07:30 到 19:00; 星期日、07:30 到 19:00. 隱藏本週營業時間
ML Coffee生活大師（近頂溪捷運）|台北市金杯得獎店家|自烘咖啡|供電座| 場地租借|輕食甜點鬆餅|肉桂捲|易經塔羅占卜|紫八|生命靈數| SCA國際咖啡課程|感官|金杯|烘豆|Barista,5.0,35,https://www.google.com.tw/maps/place/ML+Coffee%E7%94%9F%E6%B4%BB%E5%A4%A7%E5%B8%AB%EF%BC%88%E8%BF%91%E9%A0%82%E6%BA%AA%E6%8D%B7%E9%81%8B%EF%BC%89%7C%E5%8F%B0%E5%8C%97%E5%B8%82%E9%87%91%E6%9D%AF%E5%BE%97%E7%8D%8E%E5%BA%97%E5%AE%B6%7C%E8%87%AA%E7%83%98%E5%92%96%E5%95%A1%7C%E4%BE%9B%E9%9B%BB%E5%BA%A7%7C+%E5%A0%B4%E5%9C%B0%E7%A7%9F%E5%80%9F%7C%E8%BC%95%E9%A3%9F%E7%94%9C%E9%BB%9E%E9%AC%86%E9%A4%85%7C%E8%82%89%E6%A1%82%E6%8D%B2%7C%E6%98%93%E7%B6%93%E5%A1%94%E7%BE%85%E5%8D%A0%E5%8D%9C%7C%E7%B4%AB%E5%85%AB%7C%E7%94%9F%E5%91%BD%E9%9D%88%E6%95%B8%7C+SCA%E5%9C%8B%E9%9A%9B%E5%92%96%E5%95%A1%E8%AA%B2%E7%A8%8B%7C%E6%84%9F%E5%AE%98%7C%E9%87%91%E6%9D%AF%7C%E7%83%98%E8%B1%86%7CBarista/data=!4m7!3m6!1s0x3442a9c0485553c1:0x3833488b9abcd21f!8m2!3d25.0126761!4d121.5174224!16s%2Fg%2F11qyqcq7sf!19sChIJwVNVSMCpQjQRH9K8motIMzg?authuser=0&hl=zh-TW&rclk=1,,星期一、休息; 星期二、13:30 到 00:00; 星期三、09:00 到 17:30; 星期四、09:00 到 17:30; 星期五、09:00 到 17:30; 星期六、09:00 到 17:30; 星期日、09:00 到 17:00. 隱藏本週營業時間
Foliage cafe（公休請詳見粉絲專頁),4.7,310,https://www.google.com.tw/maps/place/Foliage+cafe%EF%BC%88%E5%85%AC%E4%BC%91%E8%AB%8B%E8%A9%B3%E8%A6%8B%E7%B2%89%E7%B5%B2%E5%B0%88%E9%A0%81%29/data=!4m7!3m6!1s0x3442a91a347d6f1f:0x4c42d6db832ed9e!8m2!3d25.0204521!4d121.5524206!16s%2Fg%2F11fsr7h0_l!19sChIJH299NBqpQjQRnu0yuG0txAQ?authuser=0&hl=zh-TW&rclk=1,106台北市大安區樂業街130號,星期一、08:30 到 19:00; 星期二、08:30 到 19:00; 星期三、08:30 到 19:00; 星期四、08:30 到 19:00; 星期五、08:30 到 19:00; 星期六、08:30 到 19:00; 星期日、08:30 到 19:00. 隱藏本週營業時間
戲咖啡．Cine Café,4.2,372,https://www.google.com.tw/maps/place/%E6%88%B2%E5%92%96%E5%95%A1%EF%BC%8ECine+Caf%C3%A9/data=!4m7!3m6!1s0x3442adddf802f9fb:0x7aa598ffc2eeae78!8m2!3d25.0581273!4d121.4993498!16s%2Fg%2F11cjhhfn7l!19sChIJ-_kC-N2tQjQReK7uwv-YpXo?authuser=0&hl=zh-TW&rclk=1,24142新北市三重區正義南路68巷12號,星期一、12:00 到 18:00; 星期二、12:00 到 18:00; 星期三、12:00 到 18:00; 星期四、12:00 到 18:00; 星期五、11:30 到 19:00; 星期六、11:30 到 19:00; 星期日、11:30 到 19:00. 隱藏本週營業時間
DrinkEat Coffee Roasters 君飲咖啡專業自家烘焙咖啡 週一週二固定店休 （非甜點店）,4.8,149,https://www.google.com.tw/maps/place/DrinkEat+Coffee+Roasters+%E5%90%9B%E9%A3%B2%E5%92%96%E5%95%A1%E5%B0%88%E6%A5%AD%E8%87%AA%E5%AE%B6%E7%83%98%E7%84%99%E5%92%96%E5%95%A1+%E9%80%B1%E4%B8%80%E9%80%B1%E4%BA%8C%E5%9B%BA%E5%AE%9A%E5%BA%97%E4%BC%91+%EF%BC%88%E9%9D%9E%E7%94%9C%E9%BB%9E%E5%BA%97%EF%BC%89/data=!4m7!3m6!1s0x346801b862af23a5:0x1b290aac100e6ebc!8m2!3d24.98097!4d121.5375387!16s%2Fg%2F11h07hrz4m!19sChIJpSOvYrgBaDQRvG4OEKwKKRs?authuser=0&hl=zh-TW&rclk=1,,星期一、休息; 星期二、休息; 星期三、10:00 到 17:00; 星期四、10:00 到 17:00; 星期五、10:00 到 17:00; 星期六、11:00 到 17:00; 星期日、11:00 到 17:00. 隱藏本週營業時間
I Care Cafe 長照咖啡館,4.7,215,https://www.google.com.tw/maps/place/I+Care+Cafe+%E9%95%B7%E7%85%A7%E5%92%96%E5%95%A1%E9%A4%A8/data=!4m7!3m6!1s0x3442a980797316ef:0xfa93f5524f44bf7b!8m2!3d25.0162752!4d121.5104787!16s%2Fg%2F11h5vdw8zb!19sChIJ7xZzeYCpQjQRe79ET1L1k_o?authuser=0&hl=zh-TW&rclk=1,234新北市永和區文化路155號,星期一、09:30 到 17:30; 星期二、09:30 到 17:30; 星期三、09:30 到 17:30; 星期四、09:30 到 17:30; 星期五、09:30 到 17:30; 星期六、休息; 星期日、休息. 隱藏本週營業時間
渡船人-景觀-咖啡廳-酒吧-,4.9,223,https://www.google.com.tw/maps/place/%E6%B8%A1%E8%88%B9%E4%BA%BA-%E6%99%AF%E8%A7%80-%E5%92%96%E5%95%A1%E5%BB%B3-%E9%85%92%E5%90%A7-/data=!4m7!3m6!1s0x3442a5488b890e2b:0xfe5e6311e5bd0f15!8m2!3d25.15891!4d121.4345976!16s%2Fg%2F11t9cq_rbd!19sChIJKw6Ji0ilQjQRFQ-95RFjXv4?authuser=0&hl=zh-TW&rclk=1,249新北市八里區渡船頭街21巷7號條街搭船碼頭橫的這1~3樓,星期一、16:00 到 00:00; 星期二、休息; 星期三、16:00 到 00:00; 星期四、16:00 到 00:00; 星期五、16:00 到 00:00; 星期六、14:00 到 00:00; 星期日、14:00 到 00:00. 隱藏本週營業時間
Mr. Chu啾・咖啡食堂(插座Ｗifi不限時吸貓頂溪站),4.4,758,https://www.google.com.tw/maps/place/Mr.+Chu%E5%95%BE%E3%83%BB%E5%92%96%E5%95%A1%E9%A3%9F%E5%A0%82%28%E6%8F%92%E5%BA%A7%EF%BC%B7ifi%E4%B8%8D%E9%99%90%E6%99%82%E5%90%B8%E8%B2%93%E9%A0%82%E6%BA%AA%E7%AB%99%29/data=!4m7!3m6!1s0x3442a9e9dc109d27:0xabc004101073c45!8m2!3d25.0130523!4d121.5150357!16s%2Fg%2F11b63vlpk6!19sChIJJ50Q3OmpQjQRRTwHAUEAvAo?authuser=0&hl=zh-TW&rclk=1,,星期一、11:30 到 21:00; 星期二、11:30 到 21:00; 星期三、11:30 到 21:00; 星期四、11:30 到 21:00; 星期五、11:30 到 21:00; 星期六、11:30 到 21:00; 星期日、11:30 到 21:00. 隱藏本週營業時間
BUNA CAF'E 布納咖啡館 內湖館,4.6,"4,476",https://www.google.com.tw/maps/place/BUNA+CAF%27E+%E5%B8%83%E7%B4%8D%E5%92%96%E5%95%A1%E9%A4%A8+%E5%85%A7%E6%B9%96%E9%A4%A8/data=!4m7!3m6!1s0x3442ad8da78a572f:0x8914f38a96139518!8m2!3d25.069127!4d121.5942007!16s%2Fg%2F11flc1_sf5!19sChIJL1eKp42tQjQRGJUTlorzFIk?authuser=0&hl=zh-TW&rclk=1,,星期一、09:00 到 22:00; 星期二、09:00 到 22:00; 星期三、09:00 到 22:00; 星期四、09:00 到 22:00; 星期五、09:00 到 22:00; 星期六、08:00 到 22:00; 星期日、08:00 到 22:00. 隱藏本週營業時間
南國深坑,4.3,165,https://www.google.com.tw/maps/place/%E5%8D%97%E5%9C%8B%E6%B7%B1%E5%9D%91/data=!4m7!3m6!1s0x3442ab82eddabf6d:0xe3244633aa5e64d0!8m2!3d25.0039124!4d121.6182396!16s%2Fg%2F11sbqdhzg4!19sChIJbb_a7YKrQjQR0GReqjNGJOM?authuser=0&hl=zh-TW&rclk=1,222新北市深坑區北深路二段70號1樓,星期一、12:00 到 19:00; 星期二、休息; 星期三、12:00 到 19:00; 星期四、12:00 到 19:00; 星期五、12:00 到 21:00; 星期六、12:00 到 21:00; 星期日、12:00 到 19:00. 隱藏本週營業時間
大人的甜點,4.3,"1,031",https://www.google.com.tw/maps/place/%E5%A4%A7%E4%BA%BA%E7%9A%84%E7%94%9C%E9%BB%9E/data=!4m7!3m6!1s0x3442a9e063301e37:0x25ab1554d87c2160!8m2!3d24.998168!4d121.5150538!16s%2Fg%2F11bxfhw_tv!19sChIJNx4wY-CpQjQRYCF82FQVqyU?authuser=0&hl=zh-TW&rclk=1,234新北市永和區安樂路62號,星期一、12:00 到 21:00; 星期二、休息; 星期三、12:00 到 21:00; 星期四、12:00 到 21:00; 星期五、12:00 到 21:00; 星期六、12:00 到 21:00; 星期日、12:00 到 21:00. 隱藏本週營業時間
"JOINT 就飲 Coffee, Tea & more",4.9,471,"https://www.google.com.tw/maps/place/JOINT+%E5%B0%B1%E9%A3%B2+Coffee,+Tea+%26+more/data=!4m7!3m6!1s0x3442abd22d5c8fc5:0x8118b2b529ca074a!8m2!3d25.0360659!4d121.5752073!16s%2Fg%2F11sck4d4hm!19sChIJxY9cLdKrQjQRSgfKKbWyGIE?authuser=0&hl=zh-TW&rclk=1",,
喜日咖啡｜Nice Day Café,4.1,151,https://www.google.com.tw/maps/place/%E5%96%9C%E6%97%A5%E5%92%96%E5%95%A1%EF%BD%9CNice+Day+Caf%C3%A9/data=!4m7!3m6!1s0x3442a9d553e1d8f1:0xe7521f8cb3ae87e3!8m2!3d25.0564977!4d121.500202!16s%2Fg%2F11t1mhndl9!19sChIJ8djhU9WpQjQR44eus4wfUuc?authuser=0&hl=zh-TW&rclk=1,241新北市三重區忠孝碼頭,星期一、16:00 到 23:00; 星期二、16:00 到 23:00; 星期三、16:00 到 23:00; 星期四、16:00 到 23:00; 星期五、16:00 到 00:00; 星期六、16:00 到 00:00; 星期日、16:00 到 00:00. 隱藏本週營業時間
瑞帛咖啡Rebirth Coffee,4.5,637,https://www.google.com.tw/maps/place/%E7%91%9E%E5%B8%9B%E5%92%96%E5%95%A1Rebirth+Coffee/data=!4m7!3m6!1s0x34681ee310f5e9c3:0x94e6b6de7e0a267d!8m2!3d25.0503626!4d121.5617335!16s%2Fg%2F11c1t4v_bl!19sChIJw-n1EOMeaDQRfSYKft625pQ?authuser=0&hl=zh-TW&rclk=1,105台北市松山區光復北路11巷85號,星期一、10:00 到 19:00; 星期二、10:00 到 19:00; 星期三、10:00 到 19:00; 星期四、10:00 到 19:00; 星期五、10:00 到 19:00; 星期六、10:00 到 19:00; 星期日、10:00 到 19:00. 隱藏本週營業時間
白日夢Tea & Cafe,4.4,"2,279",https://www.google.com.tw/maps/place/%E7%99%BD%E6%97%A5%E5%A4%A2Tea+%26+Cafe/data=!4m7!3m6!1s0x3442b52287bfa999:0xec53fcabae3283c6!8m2!3d25.2791966!4d121.6061402!16s%2Fg%2F1234vp96r!19sChIJmam_hyK1QjQRxoMyrqv8U-w?authuser=0&hl=zh-TW&rclk=1,253新北市石門區,星期一、11:00 到 18:00; 星期二、11:00 到 18:00; 星期三、11:00 到 18:00; 星期四、11:00 到 18:00; 星期五、11:00 到 18:00; 星期六、11:00 到 19:30; 星期日、11:00 到 19:30. 隱藏本週營業時間
花園咖啡廳 Garden Cafe,4.2,57,https://www.google.com.tw/maps/place/%E8%8A%B1%E5%9C%92%E5%92%96%E5%95%A1%E5%BB%B3+Garden+Cafe/data=!4m7!3m6!1s0x346802154316f6ad:0xd08af9c10cd9eb2a!8m2!3d24.9748574!4d121.5155238!16s%2Fg%2F11g7ky5_2m!19sChIJrfYWQxUCaDQRKuvZDMH5itA?authuser=0&hl=zh-TW&rclk=1,231新北市新店區安興路77號,星期一、11:00 到 20:30; 星期二、11:00 到 20:30; 星期三、11:00 到 20:30; 星期四、11:00 到 20:30; 星期五、11:00 到 20:30; 星期六、11:00 到 21:30; 星期日、11:00 到 21:30. 隱藏本週營業時間
隱家茶寮 Hideaway Cafe,4.2,"1,014",https://www.google.com.tw/maps/place/%E9%9A%B1%E5%AE%B6%E8%8C%B6%E5%AF%AE+Hideaway+Cafe/data=!4m7!3m6!1s0x345d5384deeb34b5:0x3544d09173caad04!8m2!3d25.0634708!4d121.6523414!16s%2Fg%2F11h6g3q2wq!19sChIJtTTr3oRTXTQRBK3Kc5HQRDU?authuser=0&hl=zh-TW&rclk=1,221新北市汐止區龍安路202巷36號,星期一、休息; 星期二、11:30 到 21:00; 星期三、11:30 到 21:00; 星期四、11:30 到 21:00; 星期五、11:30 到 21:00; 星期六、11:30 到 21:00; 星期日、11:30 到 21:00. 隱藏本週營業時間
三十曼波30mambo coffee,4.8,73,https://www.google.com.tw/maps/place/%E4%B8%89%E5%8D%81%E6%9B%BC%E6%B3%A230mambo+coffee/data=!4m7!3m6!1s0x3442a9c4d4137ca1:0x3ec35ebfbaa09a6e!8m2!3d25.0695648!4d121.4972303!16s%2Fg%2F11vb3m0rhc!19sChIJoXwT1MSpQjQRbpqgur9ewz4?authuser=0&hl=zh-TW&rclk=1,241新北市三重區安慶街3號1樓,星期一、休息; 星期二、休息; 星期三、11:00 到 18:30; 星期四、11:00 到 18:30; 星期五、11:00 到 18:30; 星期六、11:00 到 18:30; 星期日、11:30 到 18:30. 隱藏本週營業時間
海邊灶咖 Ocean Kitchen & Cafe Shop,4.5,"2,754",https://www.google.com.tw/maps/place/%E6%B5%B7%E9%82%8A%E7%81%B6%E5%92%96+Ocean+Kitchen+%26+Cafe+Shop/data=!4m7!3m6!1s0x3442b1aae69e086b:0xe7044c28d1609098!8m2!3d25.2543536!4d121.4737541!16s%2Fg%2F11qqlvmw38!19sChIJawie5qqxQjQRmJBg0ShMBOc?authuser=0&hl=zh-TW&rclk=1,,星期一、10:30 到 18:00; 星期二、休息; 星期三、10:30 到 18:00; 星期四、10:30 到 18:00; 星期五、10:30 到 18:00; 星期六、10:30 到 18:30; 星期日、10:30 到 18:30. 隱藏本週營業時間
Snob Cafe,4.5,274,https://www.google.com.tw/maps/place/Snob+Cafe/data=!4m7!3m6!1s0x3442abd6a2f7c5c1:0xdad153b862492b22!8m2!3d25.0424935!4d121.5666933!16s%2Fg%2F11sf47bsm0!19sChIJwcX3otarQjQRIitJYrhT0do?authuser=0&hl=zh-TW&rclk=1,110台北市信義區基隆路一段147巷21號,星期一、10:00 到 17:30; 星期二、10:00 到 17:30; 星期三、10:00 到 17:30; 星期四、10:00 到 17:30; 星期五、10:00 到 17:30; 星期六、10:00 到 17:30; 星期日、10:00 到 17:30. 隱藏本週營業時間
BUNA CAF'E 布納咖啡館 信義館,4.7,"3,126",https://www.google.com.tw/maps/place/BUNA+CAF%27E+%E5%B8%83%E7%B4%8D%E5%92%96%E5%95%A1%E9%A4%A8+%E4%BF%A1%E7%BE%A9%E9%A4%A8/data=!4m7!3m6!1s0x3442ab3d4bdd2639:0xbf7e54d051dda6b6!8m2!3d25.0331987!4d121.5594265!16s%2Fg%2F11q7b9q729!19sChIJOSbdSz2rQjQRtqbdUdBUfr8?authuser=0&hl=zh-TW&rclk=1,,星期一、09:00 到 00:00; 星期二、09:00 到 00:00; 星期三、09:00 到 00:00; 星期四、09:00 到 00:00; 星期五、09:00 到 00:00; 星期六、08:00 到 00:00; 星期日、08:00 到 00:00. 隱藏本週營業時間
羽兒咖啡館,4.7,305,https://www.google.com.tw/maps/place/%E7%BE%BD%E5%85%92%E5%92%96%E5%95%A1%E9%A4%A8/data=!4m7!3m6!1s0x3442a83e61d8b653:0x5274e20a1d012881!8m2!3d25.0245244!4d121.479098!16s%2Fg%2F11bwn8vqdk!19sChIJU7bYYT6oQjQRgSgBHQridFI?authuser=0&hl=zh-TW&rclk=1,220新北市板橋區縣民大道三段165號,星期一、12:00 到 20:00; 星期二、12:00 到 20:00; 星期三、休息; 星期四、12:00 到 20:00; 星期五、12:00 到 20:00; 星期六、12:00 到 20:00; 星期日、00:00 到 20:00. 隱藏本週營業時間
韓國Caffe bene 咖啡伴頂溪門市,4.5,117,https://www.google.com.tw/maps/place/%E9%9F%93%E5%9C%8BCaffe+bene+%E5%92%96%E5%95%A1%E4%BC%B4%E9%A0%82%E6%BA%AA%E9%96%80%E5%B8%82/data=!4m7!3m6!1s0x3442a9904daf6109:0x1109a8875373b9f2!8m2!3d25.0151921!4d121.5150424!16s%2Fg%2F11khyv6q5w!19sChIJCWGvTZCpQjQR8rlzU4eoCRE?authuser=0&hl=zh-TW&rclk=1,234新北市永和區文化路36號,星期一、休息; 星期二、08:00 到 19:00; 星期三、08:00 到 19:00; 星期四、08:00 到 19:00; 星期五、08:00 到 19:00; 星期六、08:00 到 19:00; 星期日、08:00 到 19:00. 隱藏本週營業時間
禾十心｜inline訂位系統須知先看,4.7,473,https://www.google.com.tw/maps/place/%E7%A6%BE%E5%8D%81%E5%BF%83%EF%BD%9Cinline%E8%A8%82%E4%BD%8D%E7%B3%BB%E7%B5%B1%E9%A0%88%E7%9F%A5%E5%85%88%E7%9C%8B/data=!4m7!3m6!1s0x3442a9e338db4fd5:0x49c995f39b35067c!8m2!3d25.0527147!4d121.4885837!16s%2Fg%2F11j261jsxp!19sChIJ1U_bOOOpQjQRfAY1m_OVyUk?authuser=0&hl=zh-TW&rclk=1,241新北市三重區集成路32巷3號,星期一、11:00 到 17:00; 星期二、休息; 星期三、休息; 星期四、11:00 到 22:00; 星期五、11:00 到 22:00; 星期六、11:00 到 22:00; 星期日、11:00 到 22:00. 隱藏本週營業時間
